name,category,address,district,hours,lat,lng,rating,price,avg_bill,middle_avg_bill,middle_coffee_cup,chain,seats
Калитки,кофейня,"Москва, Большой Николопесковский переулок, 5",Центральный административный округ,"пн-пт 09:00–21:00; сб,вс 10:00–21:00",55.750053,37.590478,4.1,средние,Средний счёт:500 ₽,500.0,,1,16.0
Hot Dog Bulldog,кафе,"Москва, улица Крымский Вал, 9, стр. 25А",Центральный административный округ,"ежедневно, 12:00–23:00",55.727628,37.597127,4.2,средние,Средний счёт:350–600 ₽,475.0,,1,
PhoBo,быстрое питание,"Москва, улица Арбат, 13",Центральный административный округ,"ежедневно, 11:00–23:00",55.751254,37.597432,4.2,высокие,Средний счёт:400–6000 ₽,3200.0,,1,20.0
Чайхона №1,ресторан,"Москва, улица Большая Полянка, 1/3",Центральный административный округ,"ежедневно, 11:00–06:00",55.742297,37.616549,4.3,,,,,1,140.0
CofAir,кофейня,"Москва, улица Воздвиженка, 9",Центральный административный округ,"ежедневно, 07:00–22:00",55.752687,37.605222,4.3,низкие,Цена чашки капучино:от 60 ₽,,60.0,0,
Buba by Sumosan,ресторан,"Москва, Пресненская набережная, 8с1",Центральный административный округ,"пн-пт 11:00–22:00; сб,вс 12:00–22:00",55.747196,37.539082,4.4,,,,,0,
Столичный вкус,столовая,"Москва, Пресненская набережная, 10",Центральный административный округ,пн-пт 08:00–17:00,55.74676,37.537002,4.3,средние,Средний счёт:300 ₽,300.0,,1,250.0
Миндаль,кафе,"Москва, площадь Киевского Вокзала, 2",Западный административный округ,"ежедневно, 09:00–23:00",55.743916,37.565489,1.8,высокие,Средний счёт:2000 ₽,2000.0,,1,300.0
Саббаба,кофейня,"Москва, Большой Саввинский переулок, 12, стр. 6",Центральный административный округ,пн-пт 10:00–20:00,55.733335,37.563708,4.0,,Цена чашки капучино:150–210 ₽,,180.0,0,180.0
Академия,кафе,"Москва, Погодинская улица, 8",Центральный административный округ,пн-пт 09:00–17:00,55.733487,37.569189,4.6,,,,,1,
Алёнка,кафе,"Москва, Пресненская набережная, 2",Центральный административный округ,"пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00",55.749702,37.541667,4.3,,,,,1,350.0
Dopamine salad shop,кафе,"Москва, Усачёва улица, 26",Центральный административный округ,"пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00",55.727596,37.567502,4.2,,,,,0,100.0
Tim'n'Tim,кафе,"Москва, Пресненская набережная, 10блокА",Центральный административный округ,пн-пт 08:00–21:00,55.746766,37.537638,4.2,,,,,0,
Кафе,ресторан,"Москва, Большая Пироговская улица, 2, стр. 6",Центральный административный округ,пн-пт 11:00–16:00,55.732142,37.568802,3.9,,,,,0,10.0
Хлеб Насущный,булочная,"Москва, улица Большая Якиманка, 56",Центральный административный округ,"пн-чт 07:00–22:00; пт 07:00–23:00; сб,вс 08:00–23:00",55.730927,37.611567,4.3,,,,,1,28.0
За обе щёки,кафе,"Москва, Пресненская набережная, 12",Центральный административный округ,пн-пт 08:00–20:00,55.749174,37.539705,4.3,,,,,1,300.0
Шоколадница,кофейня,"Москва, улица Остоженка, 27, корп. 1",Центральный административный округ,"пн-пт 08:00–23:00; сб,вс 09:00–23:00",55.739279,37.596269,4.2,,,,,1,120.0
Теремок,ресторан,"Москва, Гоголевский бульвар, 3",Центральный административный округ,"ежедневно, 09:00–22:00",55.74499,37.600604,4.2,средние,Средний счёт:200–250 ₽,225.0,,1,49.0
Georgian House,ресторан,"Москва, Пресненская набережная, 2",Центральный административный округ,"пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00",55.748933,37.5382,4.3,выше среднего,Средний счёт:500–2000 ₽,1250.0,,0,350.0
Пловная-чебуречная,быстрое питание,"Москва, площадь Киевского Вокзала, 1",Западный административный округ,"ежедневно, круглосуточно",55.743041,37.566494,3.3,,Средний счёт:250–350 ₽,300.0,,0,10.0
Lav cafe,кофейня,"Москва, улица Можайский Вал, 8Д",Западный административный округ,пн-пт 08:00–20:00,55.743431,37.555768,3.9,средние,Средний счёт:500–700 ₽,600.0,,0,
Zames,ресторан,"Москва, Пресненская набережная, 2",Центральный административный округ,"ежедневно, 10:00–00:00",55.748853,37.5403,4.3,выше среднего,Средний счёт:1000–1500 ₽,1250.0,,1,350.0
City friends,ресторан,"Москва, Пресненская набережная, 8, стр. 1",Центральный административный округ,"ежедневно, 09:00–21:00",55.747235,37.538713,4.3,,,,,0,478.0
Обед Буфет,столовая,"Москва, Пресненская набережная, 10блокА",Центральный административный округ,пн-пт 09:00–18:00,55.74674,37.53747,4.2,средние,Средний счёт:450–500 ₽,475.0,,0,
William Bass,ресторан,"Москва, улица Малая Якиманка, 9",Центральный административный округ,"пн-чт 12:00–00:00; пт 12:00–02:00; сб,вс 12:00–00:00",55.740022,37.615943,4.3,высокие,Средний счёт:2000–2500 ₽,2250.0,,0,151.0
Кофе Хауз,кофейня,"Москва, Кутузовский проспект, 30",Западный административный округ,"ежедневно, круглосуточно",55.740919,37.536004,4.2,средние,Цена чашки капучино:270–280 ₽,,275.0,1,50.0
Prime Mart,кафе,"Москва, Поклонная улица, 3",Западный административный округ,пн-пт 08:30–19:00,55.736209,37.532975,4.1,средние,Средний счёт:320 ₽,320.0,,0,
Карло,ресторан,"Москва, улица Арбат, 19",Центральный административный округ,"ежедневно, 12:00–23:00",55.75068,37.596092,4.2,,,,,1,115.0
IL Патио,пиццерия,"Москва, Комсомольский проспект, 28",Центральный административный округ,пн 11:00–23:00; вт-вс 11:00–00:00,55.726882,37.579654,4.1,,Средний счёт:1000–1500 ₽,1250.0,,1,400.0
Шоколадница,кофейня,"Москва, улица Арбат, 1",Центральный административный округ,"пн-ср 08:00–23:00; чт 08:00–00:00; пт,сб круглосуточно; вс 00:00–23:00",55.751841,37.598837,4.2,,,,,1,480.0
Эзо,ресторан,"Москва, Пресненская набережная, 2",Центральный административный округ,"пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00",55.749638,37.539751,4.2,выше среднего,Средний счёт:от 1400 ₽,1400.0,,1,350.0
Catcher,кафе,"Москва, 1-й Красногвардейский проезд, 19",Центральный административный округ,"ежедневно, 10:00–21:30",55.749773,37.535611,4.3,,,,,0,
КОФЕПОРТ,кофейня,"Москва, Тестовская улица, 10",Центральный административный округ,пн-пт 08:00–18:30,55.751749,37.532551,4.3,,,,,1,
Cezve Coffee,кофейня,"Москва, Крымская набережная, вл2",Центральный административный округ,"ежедневно, 10:00–22:00",55.734111,37.60552,4.1,,Цена чашки капучино:150–219 ₽,,184.0,0,
Шоколадница,кофейня,"Москва, Пресненская набережная, 12",Центральный административный округ,"пн-пт 08:00–23:00; сб,вс 09:00–22:00",55.749505,37.537221,4.2,,,,,1,300.0
Джусто,кафе,"Москва, улица Новый Арбат, 11, стр. 1",Центральный административный округ,"пн-чт 11:00–00:00; пт,сб 11:00–02:00; вс 11:00–00:00",55.752169,37.595236,4.1,средние,Средний счёт:230–500 ₽,365.0,,0,34.0
Anvil Cafe,ресторан,"Москва, Воробьёвское шоссе, 4",Западный административный округ,"пн-пт 09:00–22:00; сб,вс 10:00–21:00",55.727653,37.535376,4.7,,,,,0,
Kitchen For You,кафе,"Москва, Кадашёвская набережная, 6/1/2с1",Центральный административный округ,пн-пт 08:30–20:00,55.743072,37.617604,4.1,,,,,0,
Четвёртая стена,"бар,паб","Москва, парк искусств Музеон",Центральный административный округ,"ежедневно, 11:00–23:00",55.7371,37.609869,4.8,,,,,0,
Prime,ресторан,"Москва, Пресненская набережная, 10блокВ",Центральный административный округ,пн-пт 07:00–20:00,55.746691,37.536387,4.2,,,,,1,
Шоколадница,кофейня,"Москва, улица Воздвиженка, 9, стр. 2",Центральный административный округ,"ежедневно, круглосуточно",55.752559,37.603504,4.1,средние,Цена чашки капучино:239–274 ₽,,256.0,1,80.0
Беляшерия,ресторан,"Москва, Тестовская улица, 1",Центральный административный округ,"ежедневно, 08:00–21:00",55.747873,37.532885,4.2,средние,Средний счёт:250–500 ₽,375.0,,0,16.0
Sodexo,кафе,"Москва, улица Большая Якиманка, 1",Центральный административный округ,пн-пт 08:30–18:00,55.741403,37.61418,4.2,,,,,0,40.0
Мисада,быстрое питание,"Москва, Пресненская набережная, 12",Центральный административный округ,пн-пт 09:00–20:00,55.749681,37.53828,4.1,средние,Средний счёт:300–400 ₽,350.0,,1,300.0
Coffee Point,кафе,"Москва, улица Раевского, 4, стр. 1А",Западный административный округ,пн-чт 08:00–19:00; пт 08:00–18:00,55.744982,37.551888,4.0,низкие,Средний счёт:50–250 ₽,150.0,,1,
Эти Вафли,кофейня,"Москва, Комсомольский проспект, 7",Центральный административный округ,"пн-пт 08:00–20:00; сб,вс 09:00–20:00",55.731486,37.591966,4.0,,,,,0,
French Bakery,кафе,"Москва, Зубовский бульвар, 17, стр. 1",Центральный административный округ,пн-пт 07:30–23:00; сб 08:00–22:00; вс 09:00–21:00,55.736138,37.591036,3.9,,,,,1,320.0
Сеть корейских кафе Инсам Бистро,ресторан,"Москва, Пресненская набережная, 2",Центральный административный округ,"пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00",55.749184,37.540618,4.1,,,,,0,350.0
Кафе,кафе,"Москва, 2-й Обыденский переулок, 8/8",Центральный административный округ,,55.742326,37.603199,4.5,,,,,0,
Литературное кафе,кафе,"Москва, улица Пречистенка, 12/2с1",Центральный административный округ,вт-вс 10:00–18:00,55.743872,37.597144,3.8,,,,,1,
Ворона,кофейня,"Москва, Пресненская набережная, 12",Центральный административный округ,пн-пт 08:00–20:00,55.749851,37.537107,4.0,средние,Средний счёт:500–1000 ₽,750.0,,0,300.0
Кафе,кафе,"Москва, Киевская улица, 14, стр. 1",Западный административный округ,"пн-пт 07:30–17:00; сб,вс 12:00–15:00",55.742461,37.558606,3.6,,,,,0,70.0
Галата,ресторан,"Москва, Пресненская набережная, 2",Центральный административный округ,"пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00",55.749047,37.539209,4.0,низкие,Средний счёт:от 300 ₽,300.0,,0,350.0
Шоколадница,кофейня,"Москва, Ленинский проспект, 2",Центральный административный округ,"ежедневно, круглосуточно",55.729082,37.611497,4.0,,,,,1,144.0
Среди своих,кафе,"Москва, улица Льва Толстого, 14",Центральный административный округ,,55.732829,37.588763,4.2,,,,,0,
Щепка,кафе,"Москва, Усачёва улица, 26",Центральный административный округ,"пн-чт 10:00–21:45; пт,сб 10:00–22:45; вс 10:00–21:45",55.727438,37.567506,3.7,средние,Средний счёт:250–450 ₽,350.0,,1,100.0
Кафе M-City,ресторан,"Москва, Пресненская набережная, 2",Центральный административный округ,"пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00",55.749397,37.540221,3.9,выше среднего,Средний счёт:650–2000 ₽,1325.0,,0,350.0
Кафе,кафе,"Москва, Центральный административный округ, район Якиманка",Центральный административный округ,"ежедневно, 11:00–23:00",55.735192,37.604515,4.4,,,,,0,
Чито-Ра,ресторан,"Москва, улица Казакова, 10/2с1",Центральный административный округ,"ежедневно, 12:00–23:00",55.762182,37.662962,4.7,средние,Средний счёт:700–1000 ₽,850.0,,1,
Florentini,ресторан,"Москва, Старая Басманная улица, 9, корп. 1",Центральный административный округ,"ежедневно, 11:00–23:00",55.764803,37.657731,4.6,высокие,Средний счёт:от 2500 ₽,2500.0,,1,500.0
Osteria Mario,пиццерия,"Москва, улица Земляной Вал, 9",Центральный административный округ,"пн-пт 10:00–23:00; сб,вс 12:00–23:00",55.761237,37.658027,4.6,выше среднего,Средний счёт:900–1500 ₽,1200.0,,1,132.0
15-й Шар,ресторан,"Москва, улица Казакова, 8, стр. 3",Центральный административный округ,"ежедневно, 08:00–23:00",55.76244,37.660877,4.4,,,,,0,30.0
Варежка кафе,кофейня,"Москва, Старая Басманная улица, 6, стр. 3",Центральный административный округ,"ежедневно, 08:00–22:00",55.764331,37.657687,4.3,средние,Средний счёт:700–1000 ₽,850.0,,0,38.0
Золотой Дракон,кафе,"Москва, Нижний Сусальный переулок, 4, стр. 3",Центральный административный округ,"ежедневно, 10:30–22:30",55.761674,37.662785,4.4,средние,Средний счёт:600–800 ₽,700.0,,0,44.0
Оджахури,ресторан,"Москва, Садовая-Черногрязская улица, 22, стр. 1",Центральный административный округ,"пн-чт 12:00–00:00; пт,сб 12:00–02:00; вс 12:00–00:00",55.764406,37.655277,4.6,высокие,Средний счёт:от 3500 ₽,3500.0,,0,98.0
Omg Coffee,кофейня,"Москва, Нижний Сусальный переулок, 5, стр. 10",Центральный административный округ,"ежедневно, 10:00–22:00",55.760594,37.66419,4.4,высокие,Средний счёт:1500–2000 ₽,1750.0,,1,55.0
Хинкальная № 1,кафе,"Москва, Старая Басманная улица, 7",Центральный административный округ,"ежедневно, 11:00–23:00",55.764535,37.657262,4.4,средние,,,,1,
Аддис-Абеба,кафе,"Москва, улица Земляной Вал, 6",Центральный административный округ,"ежедневно, 13:00–23:00",55.762373,37.656733,4.9,,,,,0,35.0
Мегрули,кафе,"Москва, улица Покровка, 48",Центральный административный округ,"ежедневно, 11:00–23:00",55.763295,37.654817,4.7,,,,,0,
Encore Cafe,ресторан,"Москва, Гороховский переулок, 12, стр. 5",Центральный административный округ,"ежедневно, 09:00–23:00",55.764668,37.667043,4.4,,,,,0,
Двор,"бар,паб","Москва, улица Земляной Вал, 7",Центральный административный округ,"пн-пт 16:00–00:00; сб,вс 16:00–08:00",55.762709,37.65813,4.4,выше среднего,Цена бокала пива:300 ₽,,,0,40.0
Публика,ресторан,"Москва, Старая Басманная улица, 18, стр. 4",Центральный административный округ,"ежедневно, 12:00–23:00",55.766454,37.6635,4.4,,,,,1,70.0
Арма craft,"бар,паб","Москва, Нижний Сусальный переулок, 5, стр. 9",Центральный административный округ,пн-чт 13:00–00:00; пт 13:00–02:00; сб 14:00–02:00; вс 14:00–00:00,55.760681,37.663943,4.8,средние,Цена бокала пива:170–380 ₽,,,0,30.0
PhoBo,быстрое питание,"Москва, Нижний Сусальный переулок, 5, стр. 1",Центральный административный округ,"ежедневно, 11:00–23:00",55.761391,37.662993,4.3,,Средний счёт:400–600 ₽,500.0,,1,95.0
ЗАпойЗАешь,"бар,паб","Москва, улица Казакова, 8, стр. 2",Центральный административный округ,"ежедневно, 18:00–05:30",55.76277,37.661108,4.5,,,,,0,160.0
Бейрут,кафе,"Москва, Машкова улица, 22",Центральный административный округ,"ежедневно, 12:00–23:00",55.764295,37.653166,4.0,,,,,0,
Sito,быстрое питание,"Москва, Старая Басманная улица, 15А, стр. 15",Центральный административный округ,"ежедневно, 11:00–22:00",55.766269,37.661065,4.3,средние,Средний счёт:600–800 ₽,700.0,,0,
Хачапури и вино,кафе,"Москва, улица Покровка, 21-23/25с1",Центральный административный округ,"ежедневно, 10:00–02:00",55.759698,37.647416,4.7,,,,,1,
Алтаргана,ресторан,"Москва, Садовая-Черногрязская улица, 3Бс1",Центральный административный округ,"ежедневно, 12:00–00:00",55.767404,37.65226,4.6,средние,Средний счёт:1500–2000 ₽,1750.0,,0,
NeoSantorini,ресторан,"Москва, Садовая-Черногрязская улица, 3Бс1",Центральный административный округ,"ежедневно, 11:00–23:00",55.767149,37.652375,4.9,,,,,0,
Бахытик,кафе,"Москва, Архангельский переулок, 15, стр. 3",Центральный административный округ,"ежедневно, 12:00–20:00",55.762749,37.638987,5.0,,,,,0,
Советские Времена,быстрое питание,"Москва, улица Покровка, 50/2с1",Центральный административный округ,"пн-пт 11:00–23:00; сб,вс 12:00–23:00",55.7636,37.655339,4.6,средние,Средний счёт:260 ₽,260.0,,0,
Френдс в гостях у Моники,"бар,паб","Москва, улица Покровка, 20/1с1",Центральный административный округ,"ежедневно, 09:00–00:00",55.758204,37.647272,4.6,средние,Средний счёт:700–1200 ₽,950.0,,0,
Булошная,ресторан,"Москва, Лялин переулок, 7/2с1",Центральный административный округ,"ежедневно, 09:00–23:00",55.75961,37.651912,4.6,выше среднего,Средний счёт:500–1000 ₽,750.0,,1,
Mission • Ethical Space,"бар,паб","Москва, Спартаковская улица, 3с3",Центральный административный округ,"пн-чт 12:00–00:00; пт,сб 12:00–02:00; вс 12:00–00:00",55.770492,37.670693,4.9,средние,Цена бокала пива:250–400 ₽,,,0,
Cofan,кофейня,"Москва, Новая Басманная улица, 19, стр. 1",Центральный административный округ,"пн-пт 07:30–23:00; сб,вс 08:30–22:00",55.76979,37.65962,4.8,средние,Цена чашки капучино:170–250 ₽,,210.0,0,30.0
Меркато,кафе,"Москва, Старая Басманная улица, 15сБ/Н",Центральный административный округ,"ежедневно, 10:00–22:00",55.768577,37.659245,4.3,средние,Средний счёт:1000 ₽,1000.0,,1,
Джаганнат,ресторан,"Москва, улица Земляной Вал, 24/30с1",Центральный административный округ,"ежедневно, 09:00–23:00",55.758621,37.657256,4.4,,,,,1,
Хвоя,кафе,"Москва, Старая Басманная улица, 17, стр. 3",Центральный административный округ,"ежедневно, 11:00–22:00",55.766542,37.660929,4.4,,,,,0,38.0
Études Café,"бар,паб","Москва, улица Покровка, 38А",Центральный административный округ,"пн-чт 12:00–00:00; пт,сб 12:00–02:00; вс 12:00–00:00",55.761502,37.651405,4.7,высокие,Средний счёт:1000–2500 ₽,1750.0,,0,48.0
Dizengof99,кафе,"Москва, Покровский бульвар, 8, стр. 1",Центральный административный округ,"пн-чт 10:00–23:00; пт,сб 10:00–00:00; вс 10:00–23:00",55.757275,37.646724,4.8,выше среднего,Средний счёт:1000–1500 ₽,1250.0,,1,92.0
Школьник,кофейня,"Москва, улица Земляной Вал, 12/7с1",Центральный административный округ,"пн-пт 08:30–22:00; сб,вс 09:30–22:00",55.761736,37.65687,4.4,средние,Цена чашки капучино:200–250 ₽,,225.0,0,
Честная кухня,ресторан,"Москва, Садовая-Черногрязская улица, 10/25",Центральный административный округ,"ежедневно, 12:00–00:00",55.766861,37.651681,4.5,высокие,Средний счёт:от 4000 ₽,4000.0,,0,
На Басманной,ресторан,"Москва, Старая Басманная улица, 34",Центральный административный округ,"ежедневно, 12:00–00:00",55.768907,37.66862,4.4,средние,Средний счёт:800 ₽,800.0,,0,45.0
Prime,ресторан,"Москва, Нижний Сусальный переулок, 5, стр. 2",Центральный административный округ,пн-пт 07:30–21:00,55.760765,37.662482,4.2,средние,Средний счёт:350–500 ₽,425.0,,1,38.0
Монерон,столовая,"Москва, улица Земляной Вал, 9",Центральный административный округ,пн-чт 09:00–17:00; пт 09:00–16:00,55.761608,37.658648,4.6,средние,Средний счёт:200–300 ₽,250.0,,0,132.0
Вьетнамское кафе,кафе,"Москва, Новорязанская улица, 25, стр. 1",Центральный административный округ,"ежедневно, 10:00–23:00",55.772404,37.664216,4.5,средние,Средний счёт:350–500 ₽,425.0,,1,60.0
Blanc,ресторан,"Москва, Хохловский переулок, 7-9с5",Центральный административный округ,пн-ср 09:00–00:00; чт-сб 09:00–02:00; вс 09:00–00:00,55.75588,37.642878,4.7,выше среднего,Средний счёт:от 1500 ₽,1500.0,,0,
Старик и море,ресторан,"Москва, Чистопрудный бульвар, 12Ас1",Центральный административный округ,"ежедневно, 11:00–23:00",55.760499,37.643695,4.9,выше среднего,Средний счёт:1000–1500 ₽,1250.0,,0,
Kalabasa,кофейня,"Москва, набережная Академика Туполева, 15к26",Центральный административный округ,"пн-пт 09:00–22:00; сб,вс 10:00–22:00",55.762532,37.67978,4.7,средние,Средний счёт:700–1500 ₽,1100.0,,0,
Авокадо,кафе,"Москва, Чистопрудный бульвар, 12к4",Центральный административный округ,пн-сб 10:00–23:00; вс 12:00–23:00,55.761096,37.643383,4.6,выше среднего,Средний счёт:1000–2000 ₽,1500.0,,1,
Хитрые Люди,"бар,паб","Москва, 4-й Сыромятнический переулок, 1/8с10",Центральный административный округ,"пн-чт 12:00–00:00; пт,сб 12:00–01:00; вс 12:00–00:00",55.75566,37.665639,4.4,средние,Средний счёт:от 350 ₽,350.0,,0,
Prime,ресторан,"Москва, улица Земляной Вал, 9",Центральный административный округ,пн-пт 07:00–20:00,55.762028,37.658538,4.1,средние,Средний счёт:300 ₽,300.0,,1,132.0
Смайл,ресторан,"Москва, улица Покровка, 48",Центральный административный округ,"пн-пт 09:00–23:00; сб,вс 12:00–23:00",55.763361,37.654812,4.2,средние,Средний счёт:от 700 ₽,700.0,,0,
Symposy Wine&Tapas,ресторан,"Москва, Нижний Сусальный переулок, 5, стр. 4",Центральный административный округ,пн-пт 12:00–00:00; сб 14:00–00:00,55.759822,37.662983,4.3,выше среднего,Средний счёт:1200–1600 ₽,1400.0,,0,200.0
Катавина,"бар,паб","Москва, Лялин переулок, 8с2",Центральный административный округ,"пн-чт 12:00–23:00; пт 10:00–00:00; сб,вс 10:00–23:00",55.760198,37.651446,4.4,выше среднего,Средний счёт:800–1500 ₽,1150.0,,0,
La Veranda,ресторан,"Москва, Большой Козловский переулок, 4, стр. 4",Центральный административный округ,"ежедневно, 12:00–00:00",55.768017,37.645214,4.6,,,,,0,
Хинкальная на Арме,кафе,"Москва, Нижний Сусальный переулок, 5, стр. 2",Центральный административный округ,"ежедневно, 11:00–23:00",55.76019,37.662073,4.2,,,,,0,38.0
One Price Coffee,кофейня,"Москва, Нижний Сусальный переулок, 5, стр. 1",Центральный административный округ,пн-пт 07:30–21:00; сб 08:00–20:00; вс 08:00–18:00,55.761355,37.663035,4.3,,,,,1,95.0
Кафе Токмакоff,кофейня,"Москва, Токмаков переулок, 12/20с2",Центральный административный округ,"ежедневно, 12:00–23:00",55.765073,37.670252,4.2,средние,Средний счёт:300–600 ₽,450.0,,0,
ВьетКафе,ресторан,"Москва, улица Земляной Вал, 33",Центральный административный округ,"ежедневно, 10:00–23:00",55.757823,37.659161,4.4,,Средний счёт:1000–1500 ₽,1250.0,,1,215.0
Brasserie Lambic,"бар,паб","Москва, улица Воронцово Поле, 11/32с2",Центральный административный округ,"пн-чт 12:00–00:00; пт,сб 12:00–03:00; вс 12:00–00:00",55.75438,37.653972,4.7,средние,Средний счёт:1000 ₽,1000.0,,1,
Эден,ресторан,"Москва, улица Покровка, 28, стр. 7",Центральный административный округ,пн-чт 12:00–23:30; пт 12:00–17:00; вс 12:00–23:30,55.759648,37.649984,4.7,,,,,0,
А. Ф. Кони,ресторан,"Москва, Новая Басманная улица, 9",Центральный административный округ,пн-пт 10:00–23:00,55.769729,37.65537,4.4,средние,Средний счёт:800–1200 ₽,1000.0,,0,
Сюр,"бар,паб","Москва, Большой Трёхсвятительский переулок, 2/1с8",Центральный административный округ,"пн-чт 11:00–23:00; пт,сб 11:00–00:00; вс 11:00–23:00",55.754745,37.64277,4.8,,,,,0,
CHICKO,кафе,"Москва, улица Покровка, 1/13/6с2",Центральный административный округ,"пн-чт 11:00–23:00; пт,сб 11:00–02:00; вс 11:00–23:00",55.758538,37.639678,4.8,средние,Средний счёт:750–1200 ₽,975.0,,1,
Рамен Тен,ресторан,"Москва, улица Покровка, 4, стр. 1",Центральный административный округ,"ежедневно, 11:00–23:00",55.75862,37.641131,4.7,средние,,,,1,170.0
Одесса-мама,кафе,"Москва, Кривоколенный переулок, 10, стр. 5",Центральный административный округ,"пн-чт 11:00–23:00; пт,сб 11:00–00:00; вс 11:00–23:00",55.761815,37.635598,4.6,выше среднего,Средний счёт:1000–1500 ₽,1250.0,,1,120.0
Beer & Brut,"бар,паб","Москва, улица Покровка, 26/1с2",Центральный административный округ,"ежедневно, 10:00–00:00",55.760126,37.649268,4.6,высокие,Средний счёт:1500–2500 ₽,2000.0,,0,
Шатёр,ресторан,"Москва, Чистопрудный бульвар, 12А, стр. 6",Центральный административный округ,"пн-чт 08:00–00:00; пт,сб круглосуточно; вс 08:00–00:00",55.760656,37.644482,4.4,высокие,Средний счёт:2000–2500 ₽,2250.0,,0,80.0
Осетинские пироги Pir & Rog,булочная,"Москва, Дурасовский переулок, 1, стр. 1",Центральный административный округ,"ежедневно, 10:00–20:00",55.755039,37.648942,4.9,,,,,0,
Стейк & Бургер,ресторан,"Москва, улица Земляной Вал, 9",Центральный административный округ,"ежедневно, 09:00–21:00",55.76169,37.658536,4.3,,,,,1,132.0
Теремок,ресторан,"Москва, Нижний Сусальный переулок, 5, стр. 1",Центральный административный округ,"пн-пт 08:00–21:00; сб,вс 09:00–21:00",55.761213,37.66286,4.3,,,,,1,95.0
Кофепровод,кофейня,"Москва, Яковоапостольский переулок, 9с1",Центральный административный округ,"пн-пт 08:30–21:00; сб,вс 10:00–20:00",55.758703,37.654258,4.4,средние,Цена чашки капучино:200–250 ₽,,225.0,0,
Мясная Машина,кафе,"Москва, Докучаев переулок, 3, стр. 1",Центральный административный округ,пн-сб 10:00–22:00,55.774598,37.64234,5.0,,,,,0,
Ela,ресторан,"Москва, Новая Басманная улица, 32",Центральный административный округ,"ежедневно, 12:00–23:00",55.769565,37.66751,4.6,выше среднего,Средний счёт:800–1500 ₽,1150.0,,0,50.0
Вареничная № 1,ресторан,"Москва, Комсомольская площадь, 2А",Центральный административный округ,"ежедневно, 09:00–00:00",55.774944,37.656657,4.5,средние,Средний счёт:700–1500 ₽,1100.0,,1,132.0
Бардак,кафе,"Москва, улица Маросейка, 6-8с1",Центральный административный округ,"ежедневно, 12:00–23:00",55.757307,37.634379,4.6,,,,,0,
Место 20/1,ресторан,"Москва, улица Покровка, 20/1с1",Центральный административный округ,"ежедневно, 11:00–23:00",55.758347,37.647211,4.5,,,,,0,
Saperavi Cafe,ресторан,"Москва, улица Покровка, 5с5",Центральный административный округ,"пн-чт 10:00–00:00; пт,сб 10:00–01:00; вс 10:00–00:00",55.758796,37.640928,4.5,выше среднего,Средний счёт:1000–1500 ₽,1250.0,,1,
7 Сэндвичей,кофейня,"Москва, Нижний Сусальный переулок, 5, стр. 2",Центральный административный округ,"пн-чт 08:00–23:00; пт 08:00–00:00; сб,вс 09:00–00:00",55.760539,37.662345,4.1,средние,Средний счёт:100–500 ₽,300.0,,1,38.0
White Fox Cafe,пиццерия,"Москва, Подсосенский переулок, 8с2",Центральный административный округ,"ежедневно, 09:00–22:00",55.758266,37.650096,4.4,средние,Средний счёт:600–950 ₽,775.0,,1,
The Hummus,быстрое питание,"Москва, Старая Басманная улица, вл15",Центральный административный округ,"ежедневно, 10:00–22:00",55.765809,37.660305,4.2,средние,Средний счёт:300–350 ₽,325.0,,1,
Vani,ресторан,"Москва, Орликов переулок, 6",Центральный административный округ,"ежедневно, 12:00–00:00",55.770794,37.64799,4.5,высокие,Средний счёт:1500–2000 ₽,1750.0,,0,40.0
Хинкальная № 1,кафе,"Москва, Новая Басманная улица, 13/2с1",Центральный административный округ,"ежедневно, 12:00–22:00",55.769732,37.657332,4.3,,,,,1,
Антикафе Time Club Гнездо,кафе,"Москва, Лялин переулок, 8, стр. 2",Центральный административный округ,"ежедневно, круглосуточно",55.760081,37.651237,4.9,,,,,0,40.0
Додо Пицца,пиццерия,"Москва, Старая Басманная улица, 14/2с4",Центральный административный округ,"ежедневно, 09:00–23:00",55.765215,37.660099,4.2,,Средний счёт:400 ₽,400.0,,1,
Hanoi Food&Drinks,ресторан,"Москва, улица Воронцово Поле, 18",Центральный административный округ,"пн-пт 10:00–22:00; сб,вс 11:00–23:00",55.754543,37.655698,4.6,,,,,0,4.0
BliniCoffee,кофейня,"Москва, улица Земляной Вал, 2",Центральный административный округ,"ежедневно, 08:00–22:00",55.763108,37.65625,4.3,низкие,Цена чашки капучино:100–170 ₽,,135.0,0,85.0
Верди,ресторан,"Москва, улица Радио, 7, стр. 1",Центральный административный округ,"пн-чт 12:00–21:00; пт,сб 12:00–23:00",55.764563,37.671797,4.3,средние,Средний счёт:500–1000 ₽,750.0,,0,90.0
